cow_lactation_id,cow_id,herd_id,parity_prior_lactation,n_scc_records_previous_lactation,dry_off_scc_missing,dry_off_clinical_mastitis_within_7d,dry_off_imi_status_paper_rule,calving_interval_days,lactation_length_days,month_of_dry_off,month_of_calving,first_scc_prev_lactation_cells_ml,median_scc_prev_lactation_cells_ml,mean_scc_prev_lactation_cells_ml,min_scc_prev_lactation_cells_ml,max_scc_prev_lactation_cells_ml,mean_first3_scc_prev_lactation_cells_ml,mean_last3_scc_prev_lactation_cells_ml,ratio_last3_to_first3_scc,last_scc_prev_lactation_cells_ml,consecutive_3_scc_gt_200k_prev_lactation,pct_scc_lt_50k_prev_lactation,pct_scc_gt_100k_prev_lactation,pct_scc_gt_200k_prev_lactation,pct_scc_gt_400k_prev_lactation,pct_scc_gt_1000k_prev_lactation,peak_yield_prev_lactation_kg,yield_at_last_recording_kg,herd_new_dry_period_imi_6mo_rate,herd_new_dry_period_imi_year_rate,herd_mean_scc_k_cells_ml,herd_predicted_305d_yield_l,post_calving_sample_day,post_calving_scc_cells_ml,post_calving_scc_threshold_used_cells_ml,clinical_mastitis_within_30d_post_calving,raised_scc_post_calving_paper_rule,normal_scc_post_calving_paper_rule
CL-03626,COW-01813,HERD-002,2,7,0,0,0,360,275,7,9,27949,64709,60463,24396,118557,29694,88148,2.969,118557,0,42.9,14.3,0,0,0,37.5,18.29,0.055,0.105,133.7,10327,30,40648,200000,0,0,1
CL-03627,COW-01814,HERD-055,2,10,0,0,0,378,302,12,3,39604,64335,81680,21429,261609,37488,92097,2.457,78959,0,50,20,10,0,0,32.42,19.01,0.108,0.093,168,11374,3,111335,400000,0,0,1
CL-03628,COW-01814,HERD-080,2,9,0,0,0,425,317,4,7,12138,45484,46637,12138,78971,35322,53937,1.527,35711,0,55.6,0,0,0,0,46.25,31.16,0.168,0.167,327.3,5493,14,137283,200000,0,0,1
CL-03629,COW-01815,HERD-037,2,9,0,0,0,372,369,5,8,87333,76224,71027,31209,120702,54778,70957,1.295,37030,0,33.3,11.1,0,0,0,31.48,13.14,0.192,0.175,226.4,9926,16,60542,200000,0,0,1
CL-03630,COW-01815,HERD-014,1,7,0,0,0,388,310,1,3,53486,30161,31669,17418,53486,37803,26037,0.689,40710,0,85.7,0,0,0,0,29.36,13.38,0.104,0.109,287.2,12339,1,335034,400000,0,0,1
CL-03631,COW-01816,HERD-075,2,11,0,0,0,391,360,4,6,39302,43454,47445,24786,79038,53789,33553,0.624,36606,0,72.7,0,0,0,0,45.18,34.54,0.189,0.162,225.7,9937,19,61123,200000,0,0,1
CL-03632,COW-01816,HERD-043,3,8,0,0,0,409,286,7,9,144362,141324,186240,100178,420566,234404,145510,0.621,100178,0,0,100,37.5,12.5,0,44.66,19.71,0.209,0.192,357,9647,1,125746,400000,1,1,0
CL-03633,COW-01817,HERD-065,2,11,0,0,0,442,322,2,5,51061,102001,108423,51061,193891,114548,97352,0.85,102001,0,0,54.5,0,0,0,38.01,26.97,0.145,0.132,159.4,9309,13,871312,200000,0,1,0
CL-03634,COW-01817,HERD-001,3,10,0,0,0,387,292,2,5,80152,78935,79948,46522,116520,60633,91693,1.512,95737,0,10,20,0,0,0,31.4,15.73,0.125,0.113,238,7936,8,53278,200000,0,0,1
CL-03635,COW-01818,HERD-053,1,9,1,1,1,354,290,10,1,50872,35011,47017,21106,108721,38974,57749,1.482,,0,66.7,11.1,0,0,0,37.89,24.97,0.218,0.197,263.2,5347,1,59518,400000,0,0,1
CL-03636,COW-01818,HERD-061,1,11,0,0,0,396,257,2,4,93314,125129,175272,55441,519195,102445,123294,1.204,121818,0,0,63.6,18.2,18.2,0,37.21,23.7,0.206,0.169,222,7228,17,58655,200000,1,1,0
CL-03637,COW-01819,HERD-032,2,7,0,0,1,459,317,7,9,1818243,332345,822797,208232,1818243,1109571,324765,0.293,316542,1,0,100,100,42.9,42.9,53.03,40.07,0.174,0.18,187.1,9895,12,37933,200000,0,0,1
CL-03638,COW-01819,HERD-032,5,11,0,0,0,424,349,11,1,44114,50362,57955,37393,95531,45779,72732,1.589,37393,0,45.5,0,0,0,0,51.12,36.43,0.174,0.18,187.1,9895,12,84404,200000,0,0,1
CL-03639,COW-01820,HERD-033,1,7,0,0,0,385,285,3,6,44555,94242,137807,44555,385052,201855,100758,0.499,118788,0,14.3,42.9,14.3,0,0,35.83,21.66,0.187,0.144,156.7,9366,13,54761,200000,0,0,1
CL-03640,COW-01820,HERD-002,3,10,0,0,1,407,309,10,12,243023,160401,244269,70632,799181,157620,459702,2.917,200377,1,0,90,40,10,0,38.27,18.68,0.055,0.105,133.7,10327,7,55320,200000,0,0,1
CL-03641,COW-01821,HERD-013,1,9,0,0,0,347,302,6,8,43402,32163,31607,7853,60940,45502,19232,0.423,7853,0,88.9,0,0,0,0,37.29,19.55,0.132,0.157,240.9,7396,1,319959,400000,0,0,1
CL-03642,COW-01821,HERD-015,5,11,0,0,0,452,342,10,1,1543337,1105632,1133490,196632,3233835,1310587,558968,0.427,196632,1,0,100,90.9,63.6,63.6,52.55,40.31,0.153,0.15,277,11810,24,217185,200000,0,1,0
CL-03643,COW-01822,HERD-003,2,10,0,0,1,300,360,11,2,368692,217784,279033,79255,580234,205649,290778,1.414,232864,1,0,90,60,30,0,37.87,23.05,0.209,0.207,189.6,9591,24,393837,200000,0,1,0
CL-03644,COW-01822,HERD-026,2,13,0,0,0,344,360,4,7,321940,96357,134332,37657,521979,157150,80450,0.512,48277,0,15.4,30.8,15.4,7.7,0,28.81,21.44,0.143,0.134,164.8,7741,13,70507,200000,0,0,1
CL-03645,COW-01823,HERD-040,1,11,0,0,0,355,238,7,10,93151,38462,42462,8138,93151,55441,39603,0.714,48203,0,81.8,0,0,0,0,32.39,18.02,0.149,0.164,210.1,10693,8,422847,200000,0,1,0
CL-03646,COW-01823,HERD-052,1,7,0,0,0,372,300,4,7,172216,165500,178069,66649,336149,161095,156950,0.974,68052,0,0,71.4,28.6,0,0,30.55,8.85,0.152,0.145,237.8,8897,6,341051,200000,0,1,0
CL-03647,COW-01824,HERD-073,3,11,0,0,0,354,355,11,1,38005,65875,67466,19701,171474,84829,74587,0.879,56352,0,36.4,18.2,0,0,0,39.74,32.99,0.194,0.198,230.7,12270,24,59617,200000,0,0,1
CL-03648,COW-01824,HERD-002,4,9,0,0,0,416,334,7,10,54897,55449,74566,23166,175889,40749,134371,3.298,112583,0,33.3,33.3,0,0,0,47.16,30.85,0.055,0.105,133.7,10327,10,42947,200000,0,0,1
CL-03649,COW-01825,HERD-016,5,11,0,0,1,504,315,2,4,3390614,194219,497569,71536,3390614,1274766,231383,0.182,327828,0,0,90.9,45.5,9.1,9.1,42.27,34.98,0.143,0.131,200.6,9678,17,619700,200000,0,1,0
CL-03650,COW-01825,HERD-030,2,8,0,0,1,431,314,12,2,65583,66608,145718,31458,773658,48265,304324,6.305,773658,0,37.5,12.5,12.5,12.5,0,45.41,21.17,0.11,0.119,140.4,9911,17,76293,200000,0,0,1
CL-03651,COW-01826,HERD-026,1,8,0,0,0,354,275,3,5,109560,36372,56640,33454,112597,60387,67407,1.116,112597,0,62.5,25,0,0,0,44.11,22.83,0.143,0.134,164.8,7741,19,26148,200000,0,0,1
CL-03652,COW-01826,HERD-004,1,9,0,0,0,423,318,11,2,47724,133548,181728,47724,558506,107853,191187,1.773,168889,0,11.1,55.6,22.2,11.1,0,39.26,28.83,0.144,0.13,327.3,9167,7,69550,200000,0,0,1
CL-03653,COW-01827,HERD-034,4,10,0,0,1,366,329,4,6,401337,435971,627185,205120,2149955,341056,388182,1.138,488821,1,0,100,100,60,10,37.1,21.65,0.222,0.2,251.6,9074,13,106139,200000,0,0,1
CL-03654,COW-01827,HERD-004,1,8,0,0,0,430,257,5,8,26573,34982,34200,17858,47626,36610,28993,0.792,17858,0,100,0,0,0,0,38.49,30.61,0.144,0.13,327.3,9167,25,36204,200000,0,0,1
CL-03655,COW-01828,HERD-084,2,12,0,0,0,403,300,1,3,140946,132389,147294,80571,264222,127483,185354,1.454,115669,0,0,83.3,25,0,0,41.46,34.04,0.091,0.099,272,9088,20,814157,200000,0,1,0
CL-03656,COW-01828,HERD-017,1,11,0,0,0,441,324,3,6,68051,53181,50601,25279,80500,42092,63531,1.509,53181,0,45.5,0,0,0,0,36.03,23.53,0.199,0.198,189.9,10772,20,21237,200000,0,0,1
CL-03657,COW-01829,HERD-058,2,9,0,0,0,363,264,12,3,44530,59189,54607,22288,82945,49921,61248,1.227,57023,0,33.3,0,0,0,0,46.08,35.19,0.082,0.107,186.9,8607,12,128222,200000,0,0,1
CL-03658,COW-01829,HERD-016,1,11,0,0,0,420,255,1,4,24556,22208,22869,8045,62410,31855,22719,0.713,22292,0,90.9,0,0,0,0,36.39,24.49,0.143,0.131,200.6,9678,4,69343,400000,0,0,1
CL-03659,COW-01830,HERD-020,2,8,0,0,0,421,286,3,6,114454,103502,114630,41905,284663,87402,98944,1.132,101653,0,12.5,62.5,12.5,0,0,36.84,20.65,0.094,0.126,181.6,7702,12,43003,200000,0,0,1
CL-03660,COW-01830,HERD-003,2,11,0,0,1,388,353,8,11,242628,285776,341184,110279,639193,249078,358944,1.441,600408,1,0,100,72.7,36.4,0,29.08,22.11,0.209,0.207,189.6,9591,15,570568,200000,0,1,0
CL-03661,COW-01831,HERD-080,1,9,0,0,0,362,280,8,10,60438,50986,63107,20936,179026,48179,99006,2.055,24102,0,44.4,11.1,0,0,0,37.94,28.54,0.168,0.167,327.3,5493,15,52964,200000,0,0,1
CL-03662,COW-01831,HERD-015,5,9,0,0,0,459,382,12,2,35505,23264,38541,14640,91524,41263,31218,0.757,50048,0,66.7,0,0,0,0,46.19,39.58,0.153,0.15,277,11810,29,40096,200000,0,0,1
CL-03663,COW-01832,HERD-036,2,11,0,0,0,402,348,10,12,476863,321405,675490,57291,3981072,297126,1525306,5.134,57291,1,0,81.8,72.7,36.4,9.1,32.2,26.11,0.176,0.169,188.5,9939,5,353475,200000,0,1,0
CL-03664,COW-01832,HERD-069,4,9,0,0,0,360,371,1,4,298778,242062,322008,125321,746606,200169,204498,1.022,163328,1,0,100,66.7,22.2,0,50.39,38.88,0.169,0.193,185.3,7911,1,321716,400000,0,0,1
CL-03665,COW-01833,HERD-015,2,10,0,0,0,410,348,5,7,69132,39096,38709,18992,69132,44358,32926,0.742,21316,0,80,0,0,0,0,55.73,42,0.153,0.15,277,11810,11,27763,200000,0,0,1
CL-03666,COW-01833,HERD-051,1,10,0,0,0,346,293,4,6,20989,19530,22912,7963,45498,23596,31228,1.323,40132,0,100,0,0,0,0,33.26,17.23,0.112,0.117,238.8,6737,7,95377,200000,0,0,1
CL-03667,COW-01834,HERD-030,3,9,0,0,0,435,318,7,10,86226,205975,234145,72672,479559,192862,203805,1.057,82016,1,0,66.7,55.6,22.2,0,50.85,34.19,0.11,0.119,140.4,9911,15,93675,200000,0,0,1
CL-03668,COW-01834,HERD-014,2,10,0,0,0,385,270,2,5,100814,112542,134930,53317,338486,106519,128133,1.203,53317,0,0,60,20,0,0,37.42,19.68,0.104,0.109,287.2,12339,16,41075,200000,0,0,1
CL-03669,COW-01835,HERD-083,3,10,0,0,0,388,290,12,2,117496,74456,73577,26791,141780,77921,94093,1.208,141780,0,30,20,0,0,0,42.83,36.16,0.132,0.149,187.4,9469,10,194585,200000,0,0,1
CL-03670,COW-01835,HERD-068,1,12,0,0,0,356,284,1,3,21105,25648,30880,9288,93895,27700,45238,1.633,31109,0,91.7,0,0,0,0,40.55,27.2,0.211,0.193,140.3,10726,20,67564,200000,0,0,1
CL-03671,COW-01836,HERD-002,2,9,0,0,0,453,300,10,12,9188,16516,16647,9188,28651,9720,21411,2.203,20387,0,100,0,0,0,0,39.13,29.3,0.055,0.105,133.7,10327,8,32280,200000,0,0,1
CL-03672,COW-01836,HERD-008,4,11,0,0,0,377,350,3,5,20258,23148,28727,10118,89271,45821,21620,0.472,13178,0,90.9,0,0,0,0,39.87,29.73,0.089,0.115,86,12354,17,81647,200000,0,0,1
CL-03673,COW-01837,HERD-069,1,11,0,0,0,395,310,4,6,17364,28527,27453,6575,43572,24818,21830,0.88,40709,0,100,0,0,0,0,37.83,19.32,0.169,0.193,185.3,7911,15,167727,200000,0,0,1
CL-03674,COW-01837,HERD-059,2,9,0,0,0,389,310,4,7,126024,126024,146252,72959,230127,161148,136409,0.846,72959,0,0,77.8,33.3,0,0,45.62,33.97,0.14,0.124,180.1,5461,18,215988,200000,0,1,0
CL-03675,COW-01838,HERD-041,1,11,0,0,0,411,356,8,11,116894,115919,109471,49888,185555,86973,99743,1.147,82739,0,9.1,54.5,0,0,0,33.95,21.2,0.136,0.153,205.7,12850,10,27401,200000,0,0,1
CL-03676,COW-01838,HERD-032,3,10,0,0,0,425,337,2,4,971041,467679,591651,182992,1405189,588075,700718,1.192,182992,1,0,100,90,60,20,53.74,39.4,0.174,0.18,187.1,9895,7,1211956,200000,0,1,0
CL-03677,COW-01839,HERD-018,1,10,0,0,0,355,278,9,11,21813,21163,21601,11638,32698,22534,20581,0.913,11638,0,100,0,0,0,0,37.56,25.46,0.137,0.16,176.4,12385,7,99862,200000,0,0,1
CL-03678,COW-01839,HERD-072,2,9,0,0,1,379,323,5,8,157220,157220,359348,81696,1180901,152078,546692,3.595,1180901,0,0,88.9,44.4,22.2,11.1,47.38,39.13,0.191,0.164,259,11562,18,64604,200000,0,0,1
CL-03679,COW-01840,HERD-014,2,9,0,0,0,413,310,1,4,77276,60312,70214,31002,142337,56197,65694,1.169,36911,0,33.3,22.2,0,0,0,33.88,14.55,0.104,0.109,287.2,12339,11,46812,200000,0,0,1
CL-03680,COW-01840,HERD-061,2,10,0,0,1,388,347,6,8,124435,380883,471684,124435,1533607,255658,844114,3.302,575184,1,0,100,80,50,10,38.7,25.54,0.206,0.169,222,7228,17,54692,200000,0,0,1
CL-03681,COW-01841,HERD-036,2,7,0,0,0,359,281,7,9,13683,58611,69279,13683,208408,41004,51178,1.248,61586,0,42.9,14.3,14.3,0,0,38.44,31.65,0.176,0.169,188.5,9939,18,56481,200000,0,0,1
CL-03682,COW-01841,HERD-065,3,8,0,0,0,433,309,11,2,113191,82378,97254,52261,199871,134691,86830,0.645,73744,0,0,37.5,0,0,0,36.93,19.94,0.145,0.132,159.4,9309,5,33198,200000,0,0,1
CL-03683,COW-01842,HERD-067,2,11,1,1,1,363,311,4,7,143831,225894,280106,132967,682053,196950,379745,1.928,,1,0,100,63.6,18.2,0,39.05,23.87,0.142,0.139,204.7,5000,8,1144267,200000,0,1,0
CL-03684,COW-01842,HERD-075,2,12,0,0,0,357,323,9,11,144781,141435,234524,59806,1226058,516118,217773,0.422,138088,0,0,75,16.7,8.3,8.3,36.67,26.47,0.189,0.162,225.7,9937,1,342198,400000,1,1,0
CL-03685,COW-01843,HERD-030,4,10,0,0,1,420,319,7,10,144330,344758,309601,80960,545145,206285,295570,1.433,459380,1,0,90,70,20,0,34.71,24.85,0.11,0.119,140.4,9911,14,1160827,200000,0,1,0
CL-03686,COW-01843,HERD-072,2,11,0,0,0,358,320,7,10,64193,89733,108811,58179,285650,78729,174863,2.221,93971,0,0,27.3,9.1,0,0,45.56,26.48,0.191,0.164,259,11562,16,68515,200000,0,0,1
CL-03687,COW-01844,HERD-049,3,9,0,0,0,372,277,5,7,20590,26393,30736,7547,62953,27213,31221,1.147,12783,0,77.8,0,0,0,0,44.56,31.1,0.153,0.163,155.7,11683,21,198477,200000,0,0,1
CL-03688,COW-01844,HERD-024,2,11,0,0,0,396,347,6,9,75441,75696,84212,26346,136358,88352,90394,1.023,136358,0,9.1,36.4,0,0,0,41.99,26.89,0.253,0.237,162.9,11120,14,30998,200000,0,0,1
CL-03689,COW-01845,HERD-031,1,9,1,1,1,398,290,1,4,155520,155520,195307,88147,426838,138259,239507,1.732,,0,0,88.9,33.3,11.1,0,42.88,29.83,0.184,0.158,237.1,8010,12,1473808,200000,0,1,0
CL-03690,COW-01845,HERD-045,3,9,0,0,1,493,408,12,2,72842,200484,253176,32125,729948,301792,207456,0.687,389758,0,11.1,66.7,55.6,22.2,0,38.98,20.29,0.215,0.203,243.4,11936,14,24233,200000,0,0,1
CL-03691,COW-01846,HERD-001,3,10,0,0,0,488,348,12,2,198377,134961,124344,34077,204199,191038,92663,0.485,42401,0,30,50,10,0,0,39.96,32.45,0.125,0.113,238,7936,6,51046,200000,0,0,1
CL-03692,COW-01846,HERD-048,4,10,0,0,0,382,287,1,3,45894,36437,39926,17595,76084,35695,35248,0.987,32458,0,80,0,0,0,0,48.73,32.43,0.128,0.134,168.3,9762,16,56061,200000,0,0,1
CL-03693,COW-01847,HERD-005,5,7,0,0,1,415,369,12,3,1472358,544537,1031430,397993,2030208,804963,1449474,1.801,528772,1,0,100,100,85.7,42.9,44.77,31.83,0.147,0.138,189.6,11475,15,97130,200000,0,0,1
CL-03694,COW-01847,HERD-066,1,11,0,0,0,382,340,8,11,16871,19412,32148,9742,152998,14629,23722,1.622,16922,0,90.9,9.1,0,0,0,48.16,33.93,0.092,0.142,272.4,10891,18,51031,200000,0,0,1
CL-03695,COW-01848,HERD-033,1,10,0,0,0,369,210,1,3,49309,64344,91377,49309,172523,125436,101132,0.806,51883,0,10,40,0,0,0,34.23,13.57,0.187,0.144,156.7,9366,10,19913,200000,0,0,1
CL-03696,COW-01848,HERD-080,2,13,0,0,1,353,314,3,5,440093,237188,267533,104214,625448,234970,200290,0.852,237188,0,0,100,61.5,15.4,0,33.74,20.49,0.168,0.167,327.3,5493,1,830466,400000,0,1,0
CL-03697,COW-01849,HERD-028,2,8,0,0,1,392,307,4,6,267602,436558,578021,267602,1277600,380239,833614,2.192,870128,1,0,100,100,62.5,12.5,33.98,20.82,0.157,0.158,244.9,9576,1,189084,400000,0,0,1
CL-03698,COW-01849,HERD-038,1,8,0,0,0,372,297,12,2,25828,44649,45195,13182,84758,28673,51710,1.803,65619,0,75,0,0,0,0,27.49,26.73,0.182,0.143,293.6,11705,24,197329,200000,0,0,1
CL-03699,COW-01850,HERD-084,4,8,0,0,0,423,376,6,9,24542,63494,72985,24542,174862,82694,75732,0.916,63926,0,37.5,12.5,0,0,0,32.93,28.67,0.091,0.099,272,9088,6,30329,200000,0,0,1
CL-03700,COW-01850,HERD-080,3,10,0,0,0,329,353,4,7,106364,84421,89189,64725,128634,108032,71937,0.666,84245,0,0,40,0,0,0,45.06,34.7,0.168,0.167,327.3,5493,9,51115,200000,0,0,1
CL-03701,COW-01851,HERD-044,1,10,0,0,0,403,343,11,2,36238,40439,39351,18825,58053,34712,48538,1.398,43297,0,80,0,0,0,0,44.5,26.65,0.087,0.113,162.6,10449,13,149025,200000,0,0,1
CL-03702,COW-01851,HERD-065,3,9,0,0,0,426,346,8,11,148881,148881,161637,46672,324373,133222,148849,1.117,46672,0,11.1,55.6,33.3,0,0,46.42,38.9,0.145,0.132,159.4,9309,1,343197,400000,0,0,1
CL-03703,COW-01852,HERD-021,1,10,0,0,0,331,302,11,2,118246,90335,113729,42050,301792,82255,124960,1.519,139861,0,10,40,10,0,0,36.61,22.75,0.133,0.137,199.8,8217,24,70739,200000,0,0,1
CL-03704,COW-01852,HERD-003,2,10,0,0,0,300,258,11,1,65316,150430,171315,65316,337003,156241,109310,0.7,106408,0,0,70,30,0,0,50.17,34.78,0.209,0.207,189.6,9591,16,132822,200000,0,0,1
CL-03705,COW-01853,HERD-012,1,12,0,0,0,335,279,4,7,25988,18677,24422,14531,52938,25012,18244,0.729,16613,0,91.7,0,0,0,0,28.13,13.25,0.094,0.11,270.3,6355,12,36196,200000,0,0,1
CL-03706,COW-01853,HERD-030,2,7,0,0,0,401,356,2,4,21171,114786,139758,21171,323486,85148,175340,2.059,114786,0,14.3,71.4,14.3,0,0,43.35,27.03,0.11,0.119,140.4,9911,12,57365,200000,0,0,1
CL-03707,COW-01854,HERD-020,2,9,0,0,1,380,239,12,3,448397,292490,301630,145919,560441,354280,337589,0.953,292490,1,0,100,66.7,22.2,0,43.45,41.04,0.094,0.126,181.6,7702,30,51518,200000,0,0,1
CL-03708,COW-01854,HERD-067,1,13,0,0,0,309,240,7,10,35745,35745,37894,18210,65008,38203,44748,1.171,44049,0,84.6,0,0,0,0,35.87,19.54,0.142,0.139,204.7,5000,20,54008,200000,0,0,1
CL-03709,COW-01855,HERD-080,2,7,0,0,0,353,306,9,12,57502,59161,69816,27840,159155,48168,61684,1.281,86672,0,28.6,14.3,0,0,0,24.65,7.69,0.168,0.167,327.3,5493,13,78086,200000,0,0,1
CL-03710,COW-01855,HERD-045,5,11,0,0,0,386,231,2,5,13972,65471,75013,13967,185709,50607,93234,1.842,154465,0,27.3,27.3,0,0,0,43.06,28.77,0.215,0.203,243.4,11936,12,54270,200000,0,0,1
CL-03711,COW-01856,HERD-065,2,11,0,0,0,371,299,3,5,37433,92567,102237,37433,210837,124002,102958,0.83,66881,0,9.1,45.5,9.1,0,0,32.4,18.4,0.145,0.132,159.4,9309,11,64704,200000,0,0,1
CL-03712,COW-01856,HERD-037,3,11,0,0,0,405,327,12,3,262412,179319,185013,82742,334608,268482,179873,0.67,122268,1,0,81.8,36.4,0,0,36.32,33.12,0.192,0.175,226.4,9926,8,253932,200000,0,1,0
CL-03713,COW-01857,HERD-014,1,10,1,0,0,407,291,12,2,30375,52885,61092,22119,128613,52613,81866,1.556,,0,40,20,0,0,0,28.28,19.21,0.104,0.109,287.2,12339,7,42080,200000,0,0,1
CL-03714,COW-01857,HERD-069,1,10,0,0,0,400,277,12,2,63295,39328,46377,22091,85048,47855,46143,0.964,66958,0,70,0,0,0,0,38.86,25.75,0.169,0.193,185.3,7911,9,69012,200000,0,0,1
CL-03715,COW-01858,HERD-066,2,9,0,0,0,373,377,7,10,17160,29248,43207,13954,133800,20799,63370,3.047,133800,0,77.8,11.1,0,0,0,41.57,17.94,0.092,0.142,272.4,10891,1,285326,400000,0,0,1
CL-03716,COW-01858,HERD-074,5,10,0,0,1,355,349,10,12,603334,958161,1695999,603334,3790967,839611,2762137,3.29,2172278,1,0,100,100,100,50,38.73,28.87,0.136,0.138,197.1,8215,16,88725,200000,0,0,1
CL-03717,COW-01859,HERD-076,3,8,0,0,1,416,359,2,5,88531,188438,194386,36340,510778,117490,200026,1.703,223204,0,12.5,62.5,50,12.5,0,39.5,27.81,0.222,0.182,179.2,8798,16,3882111,200000,0,1,0
CL-03718,COW-01859,HERD-078,2,9,0,0,0,445,271,10,1,73915,87792,123380,48323,443197,70010,83949,1.199,116128,0,22.2,44.4,11.1,11.1,0,33.88,22.84,0.158,0.178,209.2,10363,24,36079,200000,0,0,1
CL-03719,COW-01860,HERD-071,2,9,0,0,0,343,354,7,9,243102,243102,279344,135812,642264,262100,353498,1.349,162774,1,0,100,55.6,22.2,0,41.23,22.01,0.23,0.221,174.4,10029,19,335132,200000,0,1,0
CL-03720,COW-01860,HERD-036,3,12,0,0,1,438,326,12,2,267101,251694,308746,97475,781988,191358,615798,3.218,781988,1,0,91.7,58.3,16.7,0,32.94,20.72,0.176,0.169,188.5,9939,5,80354,200000,0,0,1
CL-03721,COW-01861,HERD-070,4,10,0,0,0,360,299,2,5,20360,35200,36119,20360,60026,27522,37228,1.353,40655,0,90,0,0,0,0,42.68,34.75,0.175,0.193,194.9,10809,9,62830,200000,0,0,1
CL-03722,COW-01861,HERD-077,3,9,0,0,1,382,335,2,4,972329,855227,750556,307914,1199929,555583,1051934,1.893,1100645,1,0,100,100,66.7,33.3,42,28.74,0.248,0.197,80,11285,7,505002,200000,0,1,0
CL-03723,COW-01862,HERD-047,1,9,1,0,0,414,224,1,3,280859,30932,60987,25308,280859,117071,34358,0.293,,0,88.9,11.1,11.1,0,0,36.75,30.44,0.188,0.192,300.5,6443,8,613924,200000,0,1,0
CL-03724,COW-01862,HERD-021,3,7,0,0,1,480,300,2,4,223428,285843,320589,87281,874184,217735,238911,1.097,285996,0,0,85.7,71.4,14.3,0,33.88,23.14,0.133,0.137,199.8,8217,16,61601,200000,0,0,1
CL-03725,COW-01863,HERD-062,2,10,0,0,0,453,274,10,12,172496,161141,186113,92621,329662,190582,188039,0.987,92621,0,0,80,30,0,0,43.51,27.49,0.221,0.198,312.5,12850,8,16922,200000,0,0,1
CL-03726,COW-01863,HERD-037,2,11,0,0,0,390,310,9,11,243819,82830,104695,46206,243819,158636,96019,0.605,129347,0,9.1,36.4,9.1,0,0,30.97,14.01,0.192,0.175,226.4,9926,14,99597,200000,0,0,1
CL-03727,COW-01864,HERD-068,4,7,0,0,0,420,315,8,11,29484,54570,72943,29484,143009,72891,83848,1.15,44041,0,42.9,28.6,0,0,0,40.42,21.66,0.211,0.193,140.3,10726,3,141801,400000,0,0,1
CL-03728,COW-01864,HERD-070,1,9,0,0,0,368,310,12,2,138092,106869,121690,65291,194492,134745,109395,0.812,194492,0,0,66.7,0,0,0,37.51,21.53,0.175,0.193,194.9,10809,15,73735,200000,0,0,1
CL-03729,COW-01865,HERD-052,1,9,0,0,0,358,268,6,9,36217,36217,38222,12681,88487,27873,36058,1.294,12681,0,77.8,0,0,0,0,40.65,34.48,0.152,0.145,237.8,8897,5,173809,200000,0,0,1
CL-03730,COW-01865,HERD-065,5,10,0,0,0,474,324,12,3,174630,174022,218249,56305,455194,159547,278186,1.744,152645,0,0,90,30,10,0,46.75,30.05,0.145,0.132,159.4,9309,16,163414,200000,1,1,0
CL-03731,COW-01866,HERD-077,1,8,0,0,0,363,341,1,3,62174,49435,57857,26508,116039,70696,58362,0.826,38880,0,62.5,12.5,0,0,0,49.75,34.68,0.248,0.197,80,11285,20,91845,200000,0,0,1
CL-03732,COW-01866,HERD-051,1,7,0,0,0,417,352,12,2,5012,6427,7169,5012,11947,5697,9359,1.643,11947,0,100,0,0,0,0,35.54,17.52,0.112,0.117,238.8,6737,8,46402,200000,0,0,1
CL-03733,COW-01867,HERD-060,3,11,0,0,1,425,280,10,12,63401,187417,185846,63401,278588,155938,251883,1.615,278588,1,0,90.9,45.5,0,0,41.09,23.14,0.16,0.169,222.6,10364,26,94485,200000,0,0,1
CL-03734,COW-01867,HERD-083,3,10,0,0,0,447,260,9,11,117544,145753,176492,92363,338134,221298,198406,0.897,97902,0,0,80,40,0,0,34.16,22.95,0.132,0.149,187.4,9469,16,43630,200000,0,0,1
CL-03735,COW-01868,HERD-023,1,11,0,0,0,351,312,9,11,26576,49736,67071,18056,213460,39041,79781,2.044,46284,0,54.5,18.2,9.1,0,0,42.79,30.45,0.171,0.161,238.4,8354,18,65064,200000,0,0,1
CL-03736,COW-01868,HERD-008,5,7,0,0,1,421,363,8,11,44199,90409,103700,44199,221439,60328,157998,2.619,221439,0,28.6,42.9,14.3,0,0,42.67,33.96,0.089,0.115,86,12354,9,435995,200000,0,1,0
CL-03737,COW-01869,HERD-052,1,7,0,0,0,371,328,5,7,72698,132126,137784,72698,195567,117004,170809,1.46,195567,0,0,85.7,0,0,0,30.36,23.51,0.152,0.145,237.8,8897,9,57192,200000,0,0,1
CL-03738,COW-01869,HERD-056,1,8,0,0,1,385,243,5,7,321560,364468,716183,137052,1981137,813250,745896,0.917,350598,1,0,100,87.5,37.5,25,33.15,22.8,0.147,0.148,231.1,10045,5,47337,200000,0,0,1
CL-03739,COW-01870,HERD-056,4,11,0,0,0,384,332,12,2,42567,45338,81528,17426,243927,107104,125904,1.176,116358,0,54.5,36.4,9.1,0,0,44.23,23.28,0.147,0.148,231.1,10045,21,55173,200000,0,0,1
CL-03740,COW-01870,HERD-050,3,9,0,0,0,415,274,7,10,57810,69069,91963,40285,189372,112004,69261,0.618,98428,0,22.2,22.2,0,0,0,34.52,25.26,0.181,0.173,88.8,8329,17,31822,200000,0,0,1
